Retailer,RetailerID,InvoiceDate,Region,State,City,Product,PricePerUnit,UnitsSold,TotalSales,OperatingProfit,SalesMethod
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Street Footwear,50.00,163,815,408.00,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,49.00,163,799,359.00,Online
Sports Direct,1185732,4/6/2021,Southeast,North Carolina,Charlotte,Men's Apparel,61.00,163,994,487.00,Online
Sports Direct,1185732,3/11/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,55.00,163,897,457.00,Online
Sports Direct,1185732,3/11/2021,Southeast,North Carolina,Charlotte,Men's Apparel,72.00,163,"1,174",575.00,Online
Sports Direct,1185732,11/17/2021,South,Mississippi,Jackson,Men's Street Footwear,28.00,163,456,246.00,Online
Foot Locker,1185732,8/14/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,50.00,163,815,399.00,Online
Sports Direct,1185732,4/8/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,51.00,163,831,457.00,Online
Amazon,1185732,12/6/2021,Northeast,Vermont,Burlington,Men's Street Footwear,58.00,163,945,548.00,Online
Sports Direct,1197831,8/16/2021,South,Texas,Dallas,Women's Apparel,24.00,163,391,188.00,Outlet
Sports Direct,1197831,5/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,27.00,163,440,211.00,Outlet
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,40.00,163,652,300.00,Outlet
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,38.00,163,619,291.00,Outlet
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,46.00,163,750,300.00,Outlet
Sports Direct,1128299,12/3/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,30.00,163,489,210.00,Outlet
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,41.00,163,668,294.00,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,36.00,163,587,217.00,Outlet
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,42.00,163,685,267.00,Outlet
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,45.00,163,734,345.00,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,47.00,163,766,306.00,Outlet
West Gear,1128299,2/20/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,61.00,162,988,336.00,Online
West Gear,1128299,2/5/2020,West,Colorado,Denver,Men's Street Footwear,59.00,162,956,507.00,Online
West Gear,1128299,7/25/2020,West,Washington,Seattle,Men's Street Footwear,54.00,162,875,385.00,Online
Foot Locker,1128299,10/8/2021,West,Hawaii,Honolulu,Women's Street Footwear,64.00,162,"1,037",404.00,Online
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Apparel,86.00,162,"1,393",822.00,Online
West Gear,1185732,9/11/2021,Northeast,New York,Albany,Men's Athletic Footwear,49.00,162,794,389.00,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Apparel,85.00,162,"1,377",757.00,Online
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,69.00,162,"1,118",581.00,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Apparel,74.00,162,"1,199",432.00,Online
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,23.00,162,373,175.00,Online
Sports Direct,1197831,10/14/2021,South,Texas,Dallas,Men's Apparel,46.00,162,745,291.00,Outlet
Foot Locker,1185732,9/12/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,46.00,162,745,388.00,Outlet
West Gear,1128299,8/3/2020,West,Nevada,Las Vegas,Women's Apparel,51.00,162,826,174.00,Outlet
Sports Direct,1197831,4/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,32.00,162,518,306.00,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,30.00,162,486,185.00,Outlet
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Women's Street Footwear,21.00,162,340,126.00,Outlet
West Gear,1197831,5/4/2021,West,Idaho,Boise,Women's Street Footwear,19.00,162,308,114.00,Outlet
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Athletic Footwear,33.00,162,535,294.00,Outlet
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Street Footwear,21.00,162,340,126.00,Outlet
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Apparel,48.00,162,778,264.00,Outlet
Sports Direct,1128299,12/7/2021,Southeast,Georgia,Atlanta,Men's Apparel,39.00,162,632,240.00,Outlet
Sports Direct,1185732,10/18/2021,South,Mississippi,Jackson,Women's Apparel,27.00,162,437,236.00,Outlet
Foot Locker,1185732,8/2/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,24.00,162,389,156.00,Outlet
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,50.00,162,810,340.00,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,52.00,162,842,354.00,Outlet
West Gear,1128299,5/11/2020,West,California,San Francisco,Men's Apparel,51.00,161,821,517.00,Online
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Street Footwear,47.00,161,757,393.00,Online
Sports Direct,1197831,9/10/2021,South,Texas,Dallas,Women's Apparel,45.00,161,725,507.00,Online
West Gear,1128299,4/22/2020,West,Colorado,Denver,Women's Street Footwear,67.00,161,"1,079",593.00,Online
Kohl's,1189833,1/15/2021,Midwest,Montana,Billings,Men's Street Footwear,44.00,161,708,418.00,Online
Sports Direct,1197831,2/4/2021,South,Tennessee,Knoxville,Women's Apparel,24.00,161,386,263.00,Online
Sports Direct,1197831,4/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,37.00,161,596,387.00,Online
West Gear,1185732,8/3/2021,Northeast,New York,Albany,Women's Street Footwear,33.00,161,531,191.00,Online
West Gear,1185732,8/3/2021,Northeast,New York,Albany,Women's Apparel,43.00,161,692,415.00,Online
West Gear,1185732,8/5/2021,Northeast,New York,Albany,Men's Athletic Footwear,53.00,161,853,401.00,Online
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Apparel,55.00,161,886,345.00,Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,82.00,161,"1,320",726.00,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,57.00,161,918,459.00,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,45.00,161,725,384.00,Online
West Gear,1185732,9/12/2021,Midwest,Ohio,Columbus,Women's Street Footwear,59.00,161,950,494.00,Online
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,50.00,161,805,354.00,Online
Kohl's,1189833,10/3/2021,West,California,San Francisco,Women's Athletic Footwear,41.00,160,656,321.00,Online
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,43.00,160,688,378.00,Online
West Gear,1128299,6/13/2020,West,Washington,Seattle,Men's Street Footwear,68.00,160,"1,088",479.00,Online
Foot Locker,1185732,11/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,49.00,160,784,368.00,Online
Kohl's,1189833,2/20/2021,Midwest,Montana,Billings,Men's Street Footwear,44.00,160,704,394.00,Online
Kohl's,1189833,2/21/2021,Midwest,Montana,Billings,Men's Athletic Footwear,49.00,160,784,337.00,Online
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Street Footwear,59.00,160,944,472.00,Online
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,46.00,160,736,302.00,Online
West Gear,1185732,8/5/2021,Northeast,New York,Albany,Women's Street Footwear,49.00,160,784,282.00,Online
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,67.00,160,"1,072",536.00,Online
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Women's Apparel,41.00,160,656,400.00,Online
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,29.00,160,464,223.00,Online
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Street Footwear,43.00,160,688,365.00,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,58.00,160,928,445.00,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,58.00,160,928,455.00,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,47.00,160,752,406.00,Online
Sports Direct,1185732,4/10/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,34.00,160,544,294.00,Online
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Apparel,54.00,160,864,467.00,Online
Sports Direct,1185732,8/7/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,48.00,160,768,376.00,Online
West Gear,1185732,3/6/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.00,160,512,225.00,Online
West Gear,1185732,10/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,34.00,160,544,299.00,Online
Foot Locker,1185732,5/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,51.00,160,816,392.00,Online
Sports Direct,1197831,7/29/2020,South,Texas,Houston,Men's Apparel,28.00,160,448,148.00,Outlet
Sports Direct,1197831,10/13/2021,South,Texas,Dallas,Women's Athletic Footwear,50.00,160,800,416.00,Outlet
Sports Direct,1197831,5/19/2021,South,Tennessee,Knoxville,Men's Apparel,38.00,160,608,286.00,Outlet
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Street Footwear,29.00,160,464,186.00,Outlet
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,40.00,160,640,205.00,Outlet
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Apparel,49.00,160,784,251.00,Outlet
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.00,160,720,288.00,Outlet
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,47.00,160,752,226.00,Outlet
Foot Locker,1185732,2/18/2021,South,Mississippi,Jackson,Women's Apparel,20.00,160,320,182.00,Outlet
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Women's Apparel,26.00,160,416,233.00,Outlet
Sports Direct,1185732,6/12/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,48.00,160,768,300.00,Outlet
Foot Locker,1185732,6/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,44.00,158,695,355.00,Online
Sports Direct,1197831,8/13/2021,Midwest,Illinois,Chicago,Women's Street Footwear,27.00,158,427,175.00,Online
Sports Direct,1197831,10/20/2021,South,Texas,Dallas,Men's Apparel,58.00,158,916,458.00,Online
Foot Locker,1185732,3/12/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60.00,158,948,626.00,Online
West Gear,1128299,8/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,34.00,158,537,269.00,Online
Kohl's,1189833,3/1/2021,Midwest,Montana,Billings,Men's Street Footwear,34.00,158,537,306.00,Online
Sports Direct,1197831,9/25/2021,South,Alabama,Birmingham,Men's Athletic Footwear,29.00,158,458,289.00,Online
Amazon,1185732,11/11/2021,Northeast,Maine,Portland,Men's Street Footwear,54.00,158,853,401.00,Online
Foot Locker,1128299,11/5/2021,West,Hawaii,Honolulu,Men's Street Footwear,51.00,158,806,298.00,Online
Walmart,1128299,10/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,51.00,158,806,298.00,Online
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,43.00,158,679,326.00,Online
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,47.00,158,743,334.00,Online
West Gear,1128299,5/25/2021,West,Oregon,Portland,Women's Apparel,54.00,158,853,384.00,Online
West Gear,1128299,6/24/2021,West,Oregon,Portland,Women's Athletic Footwear,74.00,158,"1,169",585.00,Online
Sports Direct,1185732,2/3/2021,Southeast,North Carolina,Charlotte,Men's Apparel,37.00,158,585,263.00,Online
Amazon,1185732,11/2/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,23.00,158,363,182.00,Online
Amazon,1185732,10/8/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,41.00,158,648,330.00,Online
Foot Locker,1185732,12/21/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,59.00,158,932,513.00,Online
Foot Locker,1185732,1/20/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,18.00,158,284,156.00,Online
Foot Locker,1185732,1/20/2021,Southeast,Kentucky,Louisville,Women's Apparel,29.00,158,458,284.00,Online
Sports Direct,1185732,11/17/2021,South,Mississippi,Jackson,Women's Apparel,68.00,158,"1,074",655.00,Online
Foot Locker,1185732,12/2/2021,Midwest,Kansas,Wichita,Men's Street Footwear,37.00,158,585,292.00,Online
West Gear,1185732,3/8/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,46.00,158,727,305.00,Online
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,36.00,158,569,262.00,Online
West Gear,1128299,12/29/2020,West,California,San Francisco,Men's Apparel,47.00,158,743,416.00,Outlet
Sports Direct,1197831,9/25/2021,South,Texas,Dallas,Women's Athletic Footwear,38.00,158,600,324.00,Outlet
Sports Direct,1197831,9/26/2021,South,Texas,Dallas,Men's Apparel,43.00,158,679,279.00,Outlet
West Gear,1128299,2/1/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,27.00,158,427,179.00,Outlet
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Street Footwear,23.00,158,363,149.00,Outlet
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,19.00,158,300,114.00,Outlet
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,35.00,158,553,304.00,Outlet
West Gear,1128299,9/25/2021,West,Oregon,Portland,Men's Athletic Footwear,43.00,158,679,258.00,Outlet
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,30.00,158,474,218.00,Outlet
West Gear,1197831,4/6/2021,West,Idaho,Boise,Men's Apparel,43.00,158,679,231.00,Outlet
West Gear,1197831,6/7/2021,West,Idaho,Boise,Women's Athletic Footwear,38.00,158,600,318.00,Outlet
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Women's Athletic Footwear,43.00,158,679,353.00,Outlet
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Apparel,46.00,158,727,225.00,Outlet
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,39.00,158,616,234.00,Outlet
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Men's Apparel,35.00,158,553,232.00,Outlet
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,33.00,158,521,214.00,Outlet
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Women's Street Footwear,43.00,158,679,306.00,Outlet
Sports Direct,1197831,1/23/2021,South,Mississippi,Jackson,Women's Apparel,18.00,158,284,122.00,Outlet
Amazon,1185732,12/6/2021,Northeast,Vermont,Burlington,Women's Apparel,49.00,158,774,348.00,Outlet
Sports Direct,1197831,12/5/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,38.00,157,597,370.00,Outlet
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Apparel,59.00,157,926,389.00,Outlet
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Street Footwear,19.00,157,298,116.00,Outlet
West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's Apparel,54.00,157,848,398.00,Outlet
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Street Footwear,39.00,157,612,239.00,Outlet
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Street Footwear,32.00,157,502,196.00,Outlet
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Apparel,48.00,157,754,226.00,Outlet
Sports Direct,1128299,12/7/2021,Southeast,Georgia,Atlanta,Women's Apparel,51.00,157,801,232.00,Outlet
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,46.00,157,722,209.00,Outlet
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Women's Street Footwear,33.00,157,518,238.00,Outlet
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Apparel,54.00,157,848,322.00,Outlet
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,44.00,157,691,325.00,Outlet
Kohl's,1189833,8/4/2021,West,California,Los Angeles,Men's Athletic Footwear,49.00,156,764,275.00,Online
Kohl's,1189833,5/29/2021,West,California,Los Angeles,Men's Apparel,55.00,156,858,558.00,Online
Sports Direct,1197831,3/9/2021,South,Texas,Dallas,Women's Apparel,29.00,156,452,280.00,Online
Sports Direct,1197831,4/10/2021,South,Texas,Dallas,Men's Street Footwear,39.00,156,608,304.00,Online
West Gear,1128299,7/13/2020,West,Washington,Seattle,Men's Street Footwear,64.00,156,998,409.00,Online
Kohl's,1189833,3/2/2021,Midwest,Montana,Billings,Men's Athletic Footwear,41.00,156,640,275.00,Online
Kohl's,1189833,2/15/2021,Midwest,Montana,Billings,Men's Athletic Footwear,48.00,156,749,329.00,Online
Sports Direct,1197831,7/8/2021,South,Alabama,Birmingham,Men's Street Footwear,24.00,156,374,202.00,Online
Foot Locker,1128299,10/6/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,72.00,156,"1,123",348.00,Online
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Apparel,87.00,156,"1,357",746.00,Online
West Gear,1185732,9/4/2021,Northeast,New York,Albany,Women's Apparel,41.00,156,640,416.00,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's Apparel,59.00,156,920,552.00,Online
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Men's Athletic Footwear,46.00,156,718,330.00,Online
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Women's Apparel,64.00,156,998,619.00,Online
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Men's Athletic Footwear,39.00,156,608,274.00,Online
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Women's Apparel,38.00,156,593,237.00,Online
Kohl's,1185732,10/5/2021,West,Wyoming,Cheyenne,Women's Apparel,52.00,156,811,324.00,Online
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,27.00,156,421,211.00,Online
West Gear,1128299,7/23/2021,West,Oregon,Portland,Men's Apparel,84.00,156,"1,310",655.00,Online
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,72.00,156,"1,123",607.00,Online
Foot Locker,1197831,6/3/2021,West,Idaho,Boise,Men's Street Footwear,28.00,156,437,197.00,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Street Footwear,48.00,156,749,367.00,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,51.00,156,796,406.00,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47.00,156,733,403.00,Online
Sports Direct,1185732,6/1/2021,Southeast,South Carolina,Charleston,Men's Apparel,42.00,156,655,301.00,Online
Sports Direct,1185732,2/9/2021,Southeast,North Carolina,Charlotte,Men's Apparel,38.00,156,593,273.00,Online
West Gear,1185732,9/12/2021,Midwest,Ohio,Columbus,Women's Apparel,74.00,156,"1,154",693.00,Online
Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,41.00,156,640,326.00,Online
Amazon,1185732,5/23/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,49.00,156,764,390.00,Online
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,53.00,156,827,372.00,Online
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,38.00,156,593,302.00,Online
Kohl's,1185732,8/6/2021,Northeast,New Jersey,Newark,Men's Street Footwear,45.00,156,702,323.00,Online
Foot Locker,1185732,3/11/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,39.00,156,608,353.00,Outlet
Foot Locker,1185732,6/3/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,26.00,156,406,150.00,Outlet
West Gear,1128299,10/1/2021,West,California,San Francisco,Men's Apparel,62.00,155,961,634.00,Online
West Gear,1128299,3/3/2020,West,Nevada,Las Vegas,Men's Street Footwear,57.00,155,884,424.00,Online
West Gear,1128299,6/7/2020,West,Washington,Seattle,Women's Apparel,95.00,155,"1,473",515.00,Online
West Gear,1128299,10/7/2020,West,Washington,Seattle,Women's Athletic Footwear,74.00,155,"1,147",505.00,Online
West Gear,1128299,11/7/2020,West,Washington,Seattle,Men's Apparel,71.00,155,"1,101",429.00,Online
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,58.00,155,899,387.00,Online
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,77.00,155,"1,194",501.00,Online
Kohl's,1185732,8/12/2021,Northeast,New York,Albany,Women's Athletic Footwear,54.00,155,837,343.00,Online
Kohl's,1185732,8/12/2021,Northeast,New York,Albany,Men's Apparel,60.00,155,930,428.00,Online
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,42.00,155,651,306.00,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,45.00,155,698,384.00,Online
Sports Direct,1185732,3/4/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,28.00,155,434,204.00,Online
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,58.00,155,899,441.00,Online
West Gear,1185732,10/6/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,36.00,155,558,307.00,Online
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,51.00,155,791,332.00,Online
Sports Direct,1197831,4/8/2020,South,Texas,Houston,Men's Apparel,35.00,155,543,174.00,Outlet
Kohl's,1189833,11/3/2021,West,California,Los Angeles,Men's Apparel,36.00,155,558,329.00,Outlet
Sports Direct,1197831,8/22/2021,South,Texas,Dallas,Women's Apparel,26.00,155,403,206.00,Outlet
Sports Direct,1197831,8/25/2021,South,Texas,Dallas,Women's Street Footwear,20.00,155,310,118.00,Outlet
Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,40.00,155,620,291.00,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,44.00,155,682,252.00,Outlet
West Gear,1128299,5/25/2021,West,Oregon,Portland,Men's Street Footwear,39.00,155,605,254.00,Outlet
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,40.00,155,620,285.00,Outlet
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Athletic Footwear,24.00,155,372,186.00,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,46.00,155,713,285.00,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,28.00,155,434,200.00,Outlet
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,26.00,155,403,149.00,Outlet
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,28.00,155,434,148.00,Outlet
Sports Direct,1197831,7/23/2020,South,Texas,Houston,Men's Apparel,36.00,154,554,238.00,Online
West Gear,1128299,4/1/2021,West,California,San Francisco,Men's Apparel,60.00,154,924,610.00,Online
Kohl's,1189833,3/22/2021,West,California,Los Angeles,Women's Athletic Footwear,41.00,154,631,284.00,Online
Kohl's,1189833,4/16/2021,West,California,Los Angeles,Women's Athletic Footwear,41.00,154,631,303.00,Online
Sports Direct,1197831,7/9/2021,South,Texas,Dallas,Women's Athletic Footwear,34.00,154,524,314.00,Online
Foot Locker,1128299,9/7/2021,West,Hawaii,Honolulu,Women's Apparel,96.00,154,"1,478",769.00,Online
West Gear,1185732,10/2/2021,Northeast,New York,Albany,Men's Apparel,50.00,154,770,354.00,Online
West Gear,1185732,9/11/2021,Northeast,New York,Albany,Men's Apparel,62.00,154,955,430.00,Online
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,64.00,154,986,473.00,Online
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,34.00,154,524,267.00,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,51.00,154,785,353.00,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,54.00,154,832,432.00,Online
Amazon,1185732,9/7/2021,Midwest,Ohio,Columbus,Men's Apparel,59.00,154,909,418.00,Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,19.00,154,293,146.00,Online
Foot Locker,1185732,11/7/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,47.00,154,724,333.00,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,34.00,154,524,267.00,Online
Amazon,1185732,10/5/2021,Northeast,Vermont,Burlington,Men's Street Footwear,55.00,154,847,483.00,Online
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,48.00,154,739,392.00,Online
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,59.00,154,909,472.00,Online
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Street Footwear,53.00,153,811,397.00,Online
Kohl's,1197831,12/3/2021,Midwest,Kansas,Wichita,Men's Street Footwear,20.00,153,306,150.00,Online
Sports Direct,1197831,8/28/2021,South,Texas,Dallas,Women's Apparel,27.00,153,413,223.00,Outlet
Sports Direct,1197831,8/9/2021,South,Texas,Dallas,Men's Apparel,38.00,153,581,209.00,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Apparel,71.00,153,"1,086",239.00,Outlet
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,43.00,153,658,257.00,Outlet
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,27.00,153,413,186.00,Outlet
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,20.00,153,306,113.00,Outlet
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Men's Street Footwear,22.00,153,337,138.00,Outlet
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Apparel,70.00,153,"1,071",503.00,Outlet
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Street Footwear,37.00,153,566,232.00,Outlet
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Apparel,50.00,153,765,245.00,Outlet
Sports Direct,1185732,11/17/2021,South,Mississippi,Jackson,Men's Athletic Footwear,15.00,153,230,87.00,Outlet
Sports Direct,1185732,11/17/2021,South,Mississippi,Jackson,Women's Athletic Footwear,43.00,153,658,289.00,Outlet
